Question,Category
Explain why we need to Serialize and Deserialize data when we send data over the network between client and server systems.,Understand
Why is JSON data formant preferred over XML today?,Analyze
What are the advantages of Network Message Formats being human readable?,Remember
How do you measure efficiency of a data format? How does meta data have an effect on the data efficiency?,Evaluate
Compare and contrast Thin vs Rich Clients in 2-Tier architecture.,Analyze
Draw the layers and name the elements of Three Tier applications.,Create
Explain the role of Controller in MVC (Model-View-Controller) architecture,Understand
Why is HTTP the most popular application layer protocol?,Understand
How does loosely coupled systems achieve their loose coupling?,Understand
How do we achieve CRUD (Create-Read-Update-Delete) with HTTP verbs on resources in REST applications?,Apply
What are the main elements we should have in a REST API document to help developers Understand how to use the API?,Understand
What is a WSDL?,Remember
"What is the main use of ""Content-Type"" HTTP header in REST applications?",Remember
What are the 4 main elements of an HTTP URL? Explain using an example.,Understand
Explain what is meant by Virtualization in Cloud Computing.,Understand
"In Cloud Economics, explain what is meant by ""pay as you use"".",Understand
Explain what is meant by Infrastructure as a Service (IaaS) by providing examples of kinds of computing assets associated with such a service.,Understand
"If you are looking for cloud services, what are the advantages of using Software as a Service (SaaS).",Understand
Explain what is meant by Hybrid Clouds.,Understand
What is meant by Secure System Development Life Cycle? Why is it required in the system development?,Understand
"Define the term ""Information assurance"" in your own word by considering Information security.",Understand
What are the five (05) pillars of Information Assurance?,Remember
Briefly describe the following service paradigms of Information Assurance,Understand
Draw the model for Information Assurance Analysis by including all properties.,Create
"Define the terms threat, attack and vulnerability in information security with at least three examples for each.",Understand
Name five (05) types/categories of security firewalls based on the firewall process mode.,Remember
